ZSJ|Egas|Ehc|Ebc|Eco|Ebr|Ewd|Eww|Efoil|ETOTAL
2000180|0|34.7209906395024|10.002344517317|0|2.05095448780372|275.336241171711|194.224126566301|0|516.334657382635
2000421|0.00398142842090397|39.72376558474|11.4435326177492|0|2.34646632477688|315.008071481835|222.208915486496|0|590.734732924018
2000422|0|0|0|0|0|0|0|0|0
2000510|0.0110048401502473|18.4778103433151|22.1017926054105|0|0.164462360726073|112.771731687709|79.411986193685|0|232.938788030996
2000690|0.00284431237835657|3.7036335409081|2.78523069365928|0|0.515615647273097|62.2129853805274|44.3891457871954|0|113.609455361942
2000770|0.0015675708683434|10.8101120002942|8.12949105589198|0|1.50497149206606|181.586361719596|129.562396564568|0|331.594900403285
2000850|0|2.09442746203309|1.57506502424297|0|0.291583808056225|35.1818244534235|25.102333944761|0|64.2452346925168
2000930|0|69.9703886721648|34.6402241157481|0|5.48788558482675|132.013778978768|93.2349434430852|0|335.347220794593
2001070|0|30.87055001967|15.2830760490429|0|2.42122488760757|58.2437520297918|41.1347434216249|0|147.953346407737
2001150|0.00135719673549483|27.41217544506|20.6146832796082|0|3.81629187368326|460.464905983604|328.543047991891|0|840.852461770582
2001230|0.00183594781206576|12.4627224739956|25.0940095122906|0|0.88605531497755|81.3721163905068|57.6175695061592|0|177.434309145742
2001310|0.00229397751154569|12.627708830748|25.4262137489155|0|0.897785259105268|82.4493520468822|58.3803332520087|0|179.783687115171
2001400|0.00173483492899431|14.6858026990868|29.5702382361045|0|1.04410842521679|95.8871425574621|67.8952981207714|0|209.084324873571
2001580|0.00138211257054062|12.1478076597647|9.13547368575509|0|1.69120395963982|204.056738334078|145.59507555164|0|372.627681303448
2001660|0.0110866364944245|57.4525297332895|46.7360101794583|0|2.77687527145138|232.250393310575|164.627281067337|0|503.854176198606
2001740|0|16.8447086618041|13.7026947141012|0|0.814161798530233|68.0943072492634|48.2676498360947|0|147.723522259794
2001820|0.00162814801528492|18.2085496053722|14.8121407997245|0|0.88008084870902|73.6075996495667|52.1756662000429|0|159.68566525143
2001910|0.0113616994720252|79.4188912099239|64.605024796282|0|3.83858389022582|321.04885207704|227.570764698577|0|696.493478371521
2002040|0.00247459040145042|8.37019780132769|6.29461083845277|0|1.16528941361656|140.601111771561|100.319301671433|0|256.752986086792
2002120|0.00270626534276202|192.339935190501|55.4088538598617|0|11.3614400395025|1525.2489576813|1075.9213728681|0|2860.28326590461
2002390|0.00120805574864569|24.5490563084939|19.9699639137922|0|1.18653900388697|99.2389370758646|70.344063378894|0|215.28976773668
2002470|0.000216968874571842|1.43100824077121|1.16408478474395|0|0.0691654730520634|5.78481449455155|4.10048081358225|0|12.5497707755756
2002550|0.000817705952359007|20.194749495897|2.01655864148712|0|0|177.857936880351|125.751267417788|0|325.821330141475
2002630|0.00323966686691315|30.3132608012052|3.0269485656528|0|0|266.973057888822|188.758516964619|0|489.075023887165
2002710|0|33.5021732847453|27.2530716913339|0|1.61927345873481|135.431685223648|95.9987614700045|0|293.804965128467
2002800|0.00509398037436881|42.1027117914231|34.2493668425292|0|2.0349666024698|170.199143856567|120.643164016633|0|369.234447089996
2002980|0.00275142028255358|17.127379168397|13.9326391871276|0|0.827824221114064|69.2369955980317|49.0776276935422|0.00441640494791907|150.209633693443
2003010|0.00128725642966538|15.1395206411736|11.3853212288238|0|2.10770683669992|254.311007261962|181.451642411828|0|464.396485636917
2003100|4.19154657838491e-05|874.47639166302|432.926824703896|0|68.5865331771112|1649.8826901197|1165.2322999236|0|4191.1047815028
2003280|0.000540825064600732|2.89972389022539|2.18066930569286|0|0.40369626045811|48.7090523394293|34.7540503357328|0|88.947732956603
2003360|0.001654984019674|75.8859186580756|21.8610439521158|0|4.48254967863205|601.77268033952|424.494693226797|0|1128.49854083916
2003440|0.00495763633484683|33.4244817721202|27.1898718402262|0|1.61551836489975|135.11761925566|95.7761404201595|0|293.1285892894
2003520|0|23.865887988856|6.8752310772103|0|1.40974808536933|189.255656882112|133.502275251647|0|354.908799285195
2003790|0.0019431265708599|305.986143148483|151.484489026333|0|23.9989655053797|577.306884222566|407.723914247251|0|1466.50233927658
2003871|0.00904380428375819|94.3315455855988|27.1748184720479|0|5.57212519564844|748.04585661525|527.676823488083|0|1402.81021316091
2003872|0.000661281688902389|14.2690465271453|4.11059467686253|0|0.842866648460007|113.153039804648|79.8189523865616|0|212.195161325366
