ZSJ|Egas|Ehc|Ebc|Eco|Ebr|Ewd|Eww|Efoil|ETOTAL
2000180|0|158.685768802796|71.9164623815442|0|14.4498221154945|480.544286403034|751.825554286882|0|1477.42189398975
2000421|4.17480540750502|181.55001241194|82.2785479535838|0|16.5318251548978|549.78352387338|860.152361123339|0|1694.47107592465
2000422|0|0|0|0|0|0|0|0|0
2000510|11.5393424949605|83.2092453728024|155.941565464805|0|0.576099274841774|201.125894313729|315.572329624881|0|767.96447654602
2000690|2.98245992203482|16.9314831820444|19.614349372735|0|3.90622378191447|108.047248334407|169.169185077171|0|320.650949670307
2000770|1.64370739492574|49.4193681711069|57.2500791965981|0|11.4014294649558|315.366745364381|493.768570103815|0|928.849899695782
2000850|0|9.57485749001247|11.0920347605706|0|2.20899348472864|61.1013810111479|95.6662107743285|0|179.643477520788
2000930|0|318.721945715948|242.817075692009|0|42.4348558066421|239.703022879557|377.716543013995|0|1221.39344310815
2001070|0|140.618366630638|107.129556131251|0|18.7220246109275|105.75565318552|166.646457960995|0|538.872058519331
2001150|1.42311544285041|125.31714663581|145.174186459679|0|28.911632442785|799.703884032904|1252.09347253514|0|2352.62343754917
2001230|1.92511933995008|56.2529021739669|177.430457020863|0|6.9334034764427|144.002026000774|225.813528062395|0|612.357436074392
2001310|2.40539542783528|56.9975999240609|179.779350269659|0|7.02519056243931|145.908380706529|228.80293518256|0|620.918852073084
2001400|1.8190954293358|66.2872036428367|209.080214219179|0|8.17017274521357|169.688873881993|266.093779014065|0|721.139338932624
2001580|1.44924143379766|55.5347603422947|64.3344815083914|0|12.8122976138348|354.391755133362|554.86988644474|0|1043.39242247642
2001660|11.6251116671984|262.944750265396|333.189110590793|0|21.7291136741464|406.578520197137|636.281209368157|0|1672.34781576283
2001740|0|77.0936934010239|97.6888837313552|0|6.37083503580066|119.20618208914|186.55351902767|0|486.91311328499
2001820|1.70722675880401|83.335625966448|105.598317016265|0|6.88665313874266|128.857775068497|201.657925552288|0|528.043523501045
